"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
549,"R_1FREM7MrHpDFjNj",451,59,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,"C","C","C","C","C","A","C","A","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3.2,480,55,14,16,20,24,26,5,10,20,30,35,472,476,480,484,488,460,470,480,490,500,54.08,54.54,55,55.46,55.92,52.71,53.85,55,56.15,57.29,1.92,2.56,3.2,3.84,4.48,0.7,1.7,3.2,4.7,5.7,7,7,8,8,8,7,7,8,8,8,52,56,0,4,8,40,50,0,10,20
550,"R_2Yh5ahyCaLc9Zk5",640,44,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,6,5,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,2,0,1,1,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","B","C","A","C","B",65,2.6,480,30,45.5,52,65,78,84.5,50,55,65,75,80,454,467,480,493,506,460,470,480,490,500,28.37,29.19,30,30.81,31.63,28.75,29.37,30,30.63,31.25,1.56,2.08,2.6,3.12,3.64,0.1,1.1,2.6,4.1,5.1,7,7,8,8,8,7,7,8,8,8,34,47,0,13,26,40,50,0,10,20
552,"R_3Ej0yHXJ0WxoYN6",570,40,0,1,0,0,1,0,1,0,0,1,0,2,3,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,2,2,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","C","C","C","B","B","C","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10,410,45,42,48,60,72,78,45,50,60,70,75,386,398,410,422,434,390,400,410,420,430,42.37,43.68,45,46.32,47.63,42.8,43.9,45,46.1,47.2,6,8,10,12,14,7.5,8.5,10,11.5,12.5,6,6,6,7,7,6,6,6,7,7,26,38,50,2,14,30,40,50,0,10
553,"R_XzSIqb8aaMh1gzL",472,42,0,1,0,0,0,1,1,0,1,0,0,1,4,1,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,-1,-1,0,2,1,1,0,1,0,0,1,0,"C","C","C","C","C","A","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,480,100,21,24,30,36,39,15,20,30,40,45,468,474,480,486,492,460,470,480,490,500,97.5,98.75,100,101.25,102.5,95.83,97.92,100,102.08,104.17,3.6,4.8,6,7.2,8.4,3.5,4.5,6,7.5,8.5,7,7,8,8,8,7,7,8,8,8,48,54,0,6,12,40,50,0,10,20
554,"R_2zUUUTCpv0fvhZa",899,56,0,0,1,0,1,0,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,0,-1,1,1,1,1,0,0,1,0,0,"C","C","C","C","B","C","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1.01,480,225,27.3,31.2,39,46.8,50.7,24,29,39,49,54,464.4,472.2,480,487.8,495.6,460,470,480,490,500,217.69,221.34,225,228.66,232.31,215.62,220.31,225,229.69,234.38,0.61,0.81,1.01,1.21,1.41,-1.49,-0.49,1.01,2.51,3.51,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
555,"R_2WUQuOrnCWy3AEa",413,30,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,5,5,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,2,NA,2,2,2,2,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,192,30,42,48,60,72,78,45,50,60,70,75,168,180,192,204,216,172,182,192,202,212,26.25,28.12,30,31.88,33.75,26.87,28.44,30,31.56,33.13,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,2,3,3,3,3,2,3,3,3,3,48,0,12,24,36,52,2,12,22,32
556,"R_1n9HS8XlK9NOm0E",1662,49,0,0,1,0,1,0,0,1,0,0,1,3,0,1,0,1,0,0,0,1,0,5,2,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,2,2,2,2,2,1,0,0,0,1,0,"A","A","B","C","B","B","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,480,300,21,24,30,36,39,15,20,30,40,45,468,474,480,486,492,460,470,480,490,500,292.5,296.25,300,303.75,307.5,287.5,293.75,300,306.25,312.5,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,48,54,0,6,12,40,50,0,10,20
557,"R_3maURG76YrgRn7Z",1121,53,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,2,0,1,0,0,0,1,"B","B","A","C","B","A","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1.59,390,41.67,29.4,33.6,42,50.4,54.6,27,32,42,52,57,373.2,381.6,390,398.4,406.8,370,380,390,400,410,39.87,40.77,41.67,42.57,43.47,39.53,40.6,41.67,42.74,43.81,0.95,1.27,1.59,1.91,2.23,-0.91,0.09,1.59,3.09,4.09,6,6,6,6,6,6,6,6,6,6,13,22,30,38,47,10,20,30,40,50
558,"R_1mmH2kbbWCa6tRN",671,23,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,3,3,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,2,1,0,0,0,1,0,"C","A","B","C","C","C","C","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,720,416.67,16.8,19.2,24,28.8,31.2,9,14,24,34,39,710.4,715.2,720,724.8,729.6,700,710,720,730,740,411.11,413.89,416.67,419.45,422.23,405.1,410.88,416.67,422.46,428.24,3,4,5,6,7,2.5,3.5,5,6.5,7.5,11,11,12,12,12,11,11,12,12,12,50,55,0,5,10,40,50,0,10,20
559,"R_Ckvk7UmCgPcjOoh",484,19,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,2,0,2,2,2,0,1,0,0,1,0,"C","C","A","C","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,360,30,28,32,40,48,52,25,30,40,50,55,344,352,360,368,376,340,350,360,370,380,28.67,29.33,30,30.67,31.33,28.33,29.17,30,30.83,31.67,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,44,52,0,8,16,40,50,0,10,20
560,"R_3QES9g47FyRMIlS",689,25,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,-2,2,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6,600,160,42,48,60,72,78,45,50,60,70,75,576,588,600,612,624,580,590,600,610,620,153.6,156.8,160,163.2,166.4,154.67,157.33,160,162.67,165.33,3.6,4.8,6,7.2,8.4,3.5,4.5,6,7.5,8.5,9,9,10,10,10,9,9,10,10,10,36,48,0,12,24,40,50,0,10,20
561,"R_2Uc4DfdEkDhPAIx",602,42,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,6,6,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","B","B","B","A","B","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,17,360,50,84,96,120,144,156,105,110,120,130,135,312,336,360,384,408,340,350,360,370,380,43.33,46.67,50,53.33,56.67,47.22,48.61,50,51.39,52.78,10.2,13.6,17,20.4,23.8,14.5,15.5,17,18.5,19.5,5,5,6,6,6,5,5,6,6,6,12,36,0,24,48,40,50,0,10,20
562,"R_XLDnFv6ST1ERsv7",796,45,0,0,1,0,0,1,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,1,1,0,1,0,0,1,0,"C","A","A","B","B","C","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,480,125,16.8,19.2,24,28.8,31.2,9,14,24,34,39,470.4,475.2,480,484.8,489.6,460,470,480,490,500,122.5,123.75,125,126.25,127.5,119.79,122.4,125,127.6,130.21,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,50,55,0,5,10,40,50,0,10,20
563,"R_1F5kLmCZIvlIWyk",703,42,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,2,2,2,2,2,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","A","B","B","C","A","C","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10.83,420,864.58,42,48,60,72,78,45,50,60,70,75,396,408,420,432,444,400,410,420,430,440,815.18,839.88,864.58,889.28,913.98,823.41,843.99,864.58,885.17,905.75,6.5,8.66,10.83,13,15.16,8.33,9.33,10.83,12.33,13.33,6,6,7,7,7,6,6,7,7,7,36,48,0,12,24,40,50,0,10,20
564,"R_1nT1ih0DELIfD0P",788,40,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,0,2,2,1,1,1,0,0,0,0,1,"C","C","A","C","C","C","C","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,10,550,300,31.5,36,45,54,58.5,30,35,45,55,60,532,541,550,559,568,530,540,550,560,570,290.18,295.09,300,304.91,309.82,289.09,294.55,300,305.45,310.91,6,8,10,12,14,7.5,8.5,10,11.5,12.5,8,9,9,9,9,8,9,9,9,9,52,1,10,19,28,50,0,10,20,30
565,"R_3EaTp0PMSB7rUn7",839,36,0,1,0,0,1,0,1,0,0,0,1,1,3,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,2,2,2,2,1,0,1,0,1,0,0,"C","A","A","A","A","B","C","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,22.5,395,400,35,40,50,60,65,35,40,50,60,65,375,385,395,405,415,375,385,395,405,415,379.75,389.87,400,410.13,420.25,379.75,389.87,400,410.13,420.25,13.5,18,22.5,27,31.5,20,21,22.5,24,25,6,6,6,6,6,6,6,6,6,6,15,25,35,45,55,15,25,35,45,55
566,"R_25Lrzna9tHMnGaJ",912,41,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,6,6,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,-1,0,1,2,2,1,1,0,0,1,0,0,"A","A","C","C","C","C","A","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4.17,360,173.63,28,32,40,48,52,25,30,40,50,55,344,352,360,368,376,340,350,360,370,380,165.91,169.77,173.63,177.49,181.35,163.98,168.81,173.63,178.45,183.28,2.5,3.34,4.17,5,5.84,1.67,2.67,4.17,5.67,6.67,5,5,6,6,6,5,5,6,6,6,44,52,0,8,16,40,50,0,10,20
567,"R_rjzScGGhMd5VLu9",345,25,1,0,0,0,1,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,0,NA,1,2,-2,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","C","C","C","B","B","C","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,450,100,42,48,60,72,78,45,50,60,70,75,426,438,450,462,474,430,440,450,460,470,94.67,97.33,100,102.67,105.33,95.56,97.78,100,102.22,104.44,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,7,7,7,7,7,7,7,7,6,18,30,42,54,10,20,30,40,50
568,"R_4YE2x87qNmUwmFH",1505,27,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,NA,NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"B","B","A","A","A","B","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4.5,450,225,28,32,40,48,52,25,30,40,50,55,434,442,450,458,466,430,440,450,460,470,217,221,225,229,233,215,220,225,230,235,2.7,3.6,4.5,5.4,6.3,2,3,4.5,6,7,7,7,7,7,7,7,7,7,7,7,14,22,30,38,46,10,20,30,40,50
569,"R_3lVOaSLOZrArnLs",430,37,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5,5,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,NA,0,2,-1,-2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","C","C","A","A","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,480,60,105,120,150,180,195,135,140,150,160,165,420,450,480,510,540,460,470,480,490,500,52.5,56.25,60,63.75,67.5,57.5,58.75,60,61.25,62.5,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,9,7,7,8,8,8,0,30,0,30,0,40,50,0,10,20
570,"R_2os7RgV5HO1BTvH",847,40,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,2,1,1,2,2,1,0,0,0,1,0,"C","A","A","C","B","C","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,6.25,480,150,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,145,147.5,150,152.5,155,143.75,146.87,150,153.13,156.25,3.75,5,6.25,7.5,8.75,3.75,4.75,6.25,7.75,8.75,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
571,"R_79XwKIfDXtvqkyB",859,35,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,2,NA,2,2,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","A","C","C","A","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,390,27.5,63,72,90,108,117,75,80,90,100,105,354,372,390,408,426,370,380,390,400,410,24.96,26.23,27.5,28.77,30.04,26.09,26.79,27.5,28.21,28.91,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,5,6,6,6,7,6,6,6,6,6,54,12,30,48,6,10,20,30,40,50
572,"R_115U7jFhdoEThbo",532,40,0,1,0,0,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,1,0,6,6,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0,1,0,0,"C","A","C","C","C","C","A","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,570,300,14,16,20,24,26,5,10,20,30,35,562,566,570,574,578,550,560,570,580,590,295.79,297.89,300,302.11,304.21,289.47,294.74,300,305.26,310.53,12,16,20,24,28,17.5,18.5,20,21.5,22.5,9,9,9,9,9,9,9,9,9,9,22,26,30,34,38,10,20,30,40,50
573,"R_2y16SZtYrvsQndZ",1053,41,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,0,-1,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,7.5,480,625,56,64,80,96,104,65,70,80,90,95,448,464,480,496,512,460,470,480,490,500,583.33,604.17,625,645.83,666.67,598.96,611.98,625,638.02,651.04,4.5,6,7.5,9,10.5,5,6,7.5,9,10,7,7,8,8,8,7,7,8,8,8,28,44,0,16,32,40,50,0,10,20
574,"R_dndg5gU5zVGLKqB",1486,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,4,2,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,NA,2,2,2,2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","B","C","B","A","C","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,360,281.25,39.9,45.6,57,68.4,74.1,42,47,57,67,72,337.2,348.6,360,371.4,382.8,340,350,360,370,380,263.44,272.34,281.25,290.16,299.06,265.62,273.44,281.25,289.06,296.88,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,5,5,6,6,6,5,5,6,6,6,37,49,0,11,23,40,50,0,10,20
575,"R_3kblE3HMw8g65cR",804,41,0,1,0,0,1,0,1,0,0,0,1,1,2,3,0,0,1,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","C","A","B","C","A","C","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,7,420,500,42,48,60,72,78,45,50,60,70,75,396,408,420,432,444,400,410,420,430,440,471.43,485.71,500,514.29,528.57,476.19,488.1,500,511.9,523.81,4.2,5.6,7,8.4,9.8,4.5,5.5,7,8.5,9.5,6,6,7,7,7,6,6,7,7,7,36,48,0,12,24,40,50,0,10,20
576,"R_12ncuGunpGybglW",790,48,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-1,1,-1,2,2,-1,1,0,1,0,0,0,"C","A","C","C","B","C","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1.67,540,45.83,28,32,40,48,52,25,30,40,50,55,524,532,540,548,556,520,530,540,550,560,44.47,45.15,45.83,46.51,47.19,44.13,44.98,45.83,46.68,47.53,1,1.34,1.67,2,2.34,-0.83,0.17,1.67,3.17,4.17,8,8,9,9,9,8,8,9,9,9,44,52,0,8,16,40,50,0,10,20
577,"R_1kS1PdMfApfQPAo",436,30,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,5,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,2,1,0,1,0,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","B","C","C","B",88,3.13,510,125,61.6,70.4,88,105.6,114.4,73,78,88,98,103,474.8,492.4,510,527.6,545.2,490,500,510,520,530,116.37,120.69,125,129.31,133.63,120.1,122.55,125,127.45,129.9,1.88,2.5,3.13,3.76,4.38,0.63,1.63,3.13,4.63,5.63,7,8,8,8,9,8,8,8,8,8,55,12,30,48,5,10,20,30,40,50
578,"R_RnvNpitkcBYNxhT",537,30,0,1,0,0,1,0,1,0,0,1,0,1,3,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,2,2,2,2,1,0,0,0,0,1,"C","A","C","C","B","A","A","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,15,290,800,31.5,36,45,54,58.5,30,35,45,55,60,272,281,290,299,308,270,280,290,300,310,750.34,775.17,800,824.83,849.66,744.83,772.41,800,827.59,855.17,9,12,15,18,21,12.5,13.5,15,16.5,17.5,4,4,4,4,5,4,4,4,5,5,32,41,50,59,8,30,40,50,0,10
